Category,Test Name,Test Description,Units,Gender,Min Reference Range,Max Reference Range,Age Min,Min Age Unit,Age Max,Max Age Unit,Remarks
RADIOLOGY,ULTRA SOUND GUIDED ASPIRATION THERAPEUTIC,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRA SOUND KNEE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRA SOUND RIGHT ARM & ELBOW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRA SOUND SCROTUM,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRA SOUND THIGH,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND BOTH BREASTS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND CHEST & ABDOMEN,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND INCLUDING INGUINAL REGION,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND SMALL PARTS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND ABDOMEN,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND ABDOMEN & PELVIS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND ABDOMEN CHILD,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND ANTENATAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND ANTENATAL - TIFFA,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND ASPIRATION,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND BIOPHYSICAL PROFILE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND BREAST,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND CHEST,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND EARLY PREGNANCY,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND FOLLICULAR STUDY (3 TIMES),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND FOLLICULAR VISIT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND FOLLICULUR STUDY,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND GUIDED FNAC,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND LEFT SHOULDER,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND GUIDED LIVER FNAC,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND LEFT SHOULDER JOINT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND NECK/THYROID,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND PELVIS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND RIGHT SHOULDER JOINT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND SCAN GUIDED ABSCESS DRAINAGE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND SCREENING,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND SOFT ISSUE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND TRANS VAGINAL SCAN (TVS),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND TRUS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG FETAL FACE FOLLOW UP SCAN,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG GUIDED PLEURAL BIOSPY,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG MARKING,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG NECK PLUS CAROTIDS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG THORAX,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG TIFFA,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,COLOR DOPPLER STUDY OF RENAL ARTERIES,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,COLOR DOPPLER STUDY VENOUS SYSTEM OF SINGLE LOWER LIMB,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,COLOR DOPPLER STUDY OF RIGHT LOWER LIMB ARTERIAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,COLOR DOPPLER STUDYOF RENAL ARTERIES BOTH PERFORMED,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,COLOUR DOPPLER STUDY BOTH LOWER LIMB VENOUS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,COLOUR DOPPLER STUDY OF VENOUS SYSTEM OF BOTH LOWER LIMBS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,COLOUR DOPPLER STUDY OF BOTH LOWER LIMB ARTERIAL & VENOUS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,COLOUR DOPPLER STUDY OF LEFT UPPER LIMB ARTERIAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,COLOUR DOPPLER STUDY OF SINGLE LOWER LIMB ARTERIAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,CT-COLONOSCOPY,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ARTERIAL DOPPLER STUDY OF BOTH LOWER LIMBS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER ARTERIAL & VENIOUS LOWER LIMB ONE SIDE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER ARTERIAL & VENOUS UPPER LIMB SINGLE (RIGHT/LEFT),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER OBSTETRICS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER ARTERIAL BOTH LOWER LIMBS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER CAROTID,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER LOWER LIMB (SINGLE) ARTERIAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER LOWER LIMB (SINGLE) ARTERIAL & VENOUS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER PORTAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER RENAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER SCROTAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER SINGLE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY ARTERIAL & VENIOUS LOWER LIMB,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY ARTERIAL UPPER LIMB BOTH,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY CAROTID AND VERTEBRAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY OF ABDOMEN VESSELS - (NEW),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY OF ABDOMINAL VESSELS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY OF ARTERIAL AND VENOUS LEFT LOWER LIMB,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY OF LEFT LOWER LIMB (ARTERIAL),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY OF PELVIS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY OF SCROTUM,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY OF TRANSPLANT KIDNEY,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER STUDY TRANS CRANIAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER UPPER LIMB (BOTH) ARTERIAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER UPPER LIMB (BOTH) VENOUS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER UPPER LIMB (BOTH)ARTERIAL & VENOUS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER UPPER LIMB (SINGLE) ARTERIAL,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER UPPER LIMB (SINGLE) VENOUS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,DOPPLER UPPER LIMB (SINGLE)ARTERIAL & VENOUS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,FETAL DOPPLER,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,PENILE DOPPLER WITHOUT PEPAVARINE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,RENAL DOPPLER,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,VENOUS DOPPLER STUDY OF LEFT LOWER LIMB,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,KG X-RAY KNEE AP/LAT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY ANKLE AP VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY BOTH ANKLE AP AND LAT VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY BOTH FEET AP VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY BOTH HANDS AP VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY HAND AP AND OBLIQUE VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY BOTH HEELS LAT VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY BOTH HIP AP VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY BOTH KNEE JOINTS AP & LAT VIEWS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY BOTH MASTOIDS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY CHEST AP VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY CHEST LATERAL VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY COCCYX AP & LATERAL VIEWS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY COCCYX LATERAL VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY DORSAL SPINE AP VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY ELBOW AP & LATERAL VIEWS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY ELBOW AP VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY ELBOW LATERAL VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY ERECT ABDOMEN,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY FEMUR,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY FEMUR AP /LAT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY FISTULOGRAM,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY FOOT AP AND LAT VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY FOOT AP VIEW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,CT TEMPORAL BONE (AXIAL/CORONAL),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY BOTH HAND AP AND LAT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI LUMBAR SPINE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG- ANOMALY WITH DOPPLER,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG ANOMALY SCAN,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG ANOMALY 3D,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI BRAIN +MRA+MRV,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI SCREENING OF ANGEOGRAM,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-CEREBRAL VENOGRAM,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-NECK AND SKULL VASE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-ABDOMEN,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-ABDOMEN & PELVIS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-ANGIOGRAM,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-ANKLE(LEFT),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-ANKLE(RIGHT),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-ANKLE/FOOT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-ARM(LEFT),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-ARM(RIGHT),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-HIP JOINT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BREASTS BOTH,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BOTH HIP JOINT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BOTH KNEE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BOTH SHOULDER,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BRACHIAL PLEXUS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BRAIN,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BRAIN + ORBIT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BRAIN SINGLE SEQUENCE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BRAIN & VENOGRAM,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BRAIN WITH C V J,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BRAIN WITH SPECTROSCOPY,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-BRAIN+ANGIOGRAM,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-ANGIOGRAM WITH CONTRAST,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-C V J,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-CERVICAL SPINE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-CERVICAL SPINE/THORACIC OUTLET,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-CERVICO-DORSAL SPINE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-CERVICO-THORACIC SPINE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-DL SPINE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI-DORSAL SPINE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY PNS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ECHO 2D & AMBULANCE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG NECK,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,CT BRAIN,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,X-RAY SHOULDER,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG SINGLE BREAST,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG RIGHT KNEE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,USG LEFT KNEE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,CT ELBOW,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,CT ABDOMEN (SPIRAL),,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,CT- SHOULDER JOINT,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,MRI BRAIN WITH CONTRAST,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND ABDOMEN MALE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ULTRASOUND ABDOMEN MALE,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ARTERIAL DOPPLER STUDY OF BOTH UPPER LIMBS,,N/A,M/F,,,0,YEARS,100,YEARS,
RADIOLOGY,ARTERIAL DOPPLER STUDY OF BOTH UPPER LIMBS,,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR CALCIUM,24 HRS URINE FOR CALCIUM,mg/day,M/F,100,300,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR CHLORIDE(Clo2),24 HRS URINE FOR CHLORIDE(Clo2),mmol/day,M/F,110,250,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR CREATININE,24 HRS URINE FOR CREATININE,mg/kg/day,M/F,10,20,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR PHOSPHOROUS,24 HRS URINE FOR PHOSPHOROUS,g/day,M/F,0.3,1.3,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR POTASSIUM(K+),24 HRS URINE FOR POTASSIUM(K+),mmol/day,M/F,15,80,1,YEARS,10,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR POTASSIUM(K+),24 HRS URINE FOR POTASSIUM(K+),mmol/day,M/F,20,100,11,YEARS,17,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR POTASSIUM(K+),24 HRS URINE FOR POTASSIUM(K+),mmol/day,M/F,25,125,18,YEARS,64,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR POTASSIUM(K+),24 HRS URINE FOR POTASSIUM(K+),mmol/day,M/F,20,100,65,YEARS,100,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR SODIUM(Na),24 HRS URINE FOR SODIUM(Na),mmol/day,M/F,40,150,1,YEARS,10,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR SODIUM(Na),24 HRS URINE FOR SODIUM(Na),mmol/day,M/F,60,200,11,YEARS,17,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE FOR SODIUM(Na),24 HRS URINE FOR SODIUM(Na),mmol/day,M/F,40,220,18,YEARS,100,YEARS,
CLINICAL PATHOLOGY,24 HRS URINE PROTEIN,24 HRS URINE PROTEIN,mg/24 hrs,M/F,20,140,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,ASCITIC FLUID ANALYSIS,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,BENCE -JONES PROTEIN,DROPDOWN-PRESENT/ABSENT,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,COMPLETE URINE ANALYSIS,PUS CELLS,/hpf,M/F,0,3,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,COMPLETE URINE ANALYSIS,EPITHELIAL CELLS,/hpf,M/F,0,4,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,CSF ANALYSIS,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,DIRECT COOMB'S TEST,DROPDOWN-POSITIVE/NEGATIVE,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,FASTING URINE SUGAR (FUS),DROPDOWN-POSITIVE/NEGATIVE,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,FNAC,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,HCT,HCT,%,M/F,38,47,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,HISTOPATHOLOGY REPORT,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,HISTOPATHOLOGY-BRONCHOSCOPIC,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,HISTOPATHOLOGY-COLONOSCOPIC,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,HISTOPATHOLOGY-CT GUIDED,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,HISTOPATHOLOGY-ENDOSCOPIC,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,HISTOPATHOLOGY-EXTRA LARGE,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,HISTOPATHOLOGY-LARGE,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,HISTOPATHOLOGY-MEDIUM,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,HISTOPATHOLOGY-SMALL,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,INDIRECT COOMB'S TEST (ICT),DROPDOWN-POSITIVE/NEGATIVE,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,MANTOUX,DROPDOWN WITH DESCRIPTION-REACTIVE/NONREACTIVE,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,PERICARDIAL FLUID ANALYSIS,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,PERICARDIAL FLUID CYTOLOGY,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,PLEURAL FLUID ANALYSIS,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,POST PRANDIAL URINE SUGAR (PPUS),DROPDOWN-PERCENTAGE,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,RANDOM URINE SUGAR (RUS),DROPDOWN-PERCENTAGE,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,SEMEN ANALYSIS,TOTAL SPERM COUNT,Mill/Cumm,M,20,120,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,SPOT URINE CALCIUM,SPOT URINE CALCIUM/CREATININE RATIO,mg/mg,M/F,0,0.3,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,SPOT URINE CREATININE,SPOT URINE CREATININE,mg/dL,M/F,20,320,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,SPOT URINE PROTEIN,DROPDOWN-POSITIVE/NEGATIVE,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,STOOL ANALYSIS,STOOL ANALYSIS,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,STOOL FOR HANGING DROP,DROPDOWN-POSITIVE/NEGATIVE,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,STOOL FOR OCCULT BLOOD,DROPDOWN-POSITIVE/NEGATIVE,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,STOOL FOR PH,STOOL pH,N/A,M/F,5,7.5,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,STOOL FOR REDUCING SUBSTANCE,DROPDOWN-PRESENT/ABSENT,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,STOOL OVA / CYST,DROPDOWN WITH DESCRIPTION-PRESENT/ABSENT,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE ACETONE,DROPDOWN-POSITIVE/NEGATIVE,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE ALBUMIN,URINE ALBUMIN,mg/day,M/F,0,30,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,Urine BS & BP,DROPDOWN-PRESENT/ABSENT,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE CULTURE,DESCRIPTION,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE FOR AFB,DROPDOWN-PRESENT/ABSENT,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE FOR PORPHOBILINOGEN,DROPDOWN-PRESENT/ABSENT,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE KETONE BODIES,DROPDOWN-PRESENT/ABSENT,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE MICROALBUMINUREA,DROPDOWN-PRESENT/ABSENT,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE NICOTINE,URINE NICOTINE,ng/mL,M/F,0,100,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE OCCULT BLOOD,DROPDOWN-PRESENT/ABSENT,N/A,M/F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE PREGNANCY TEST (UPT),DROPDOWN-PRESENT/ABSENT,N/A,F,,,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE ROUTINE,WBC,/hpf,M/F,0,4,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE ROUTINE,EPITHELIAL CELLS,/hpf,M/F,0,4,0,YEARS,100,YEARS,
CLINICAL PATHOLOGY,URINE SUGAR,DROPDOWN-POSITIVE/NEGATIVE,N/A,M/F,,,0,YEARS,100,YEARS,
