Category,Test Name,Test Description,Units,Gender,Min Reference Range,Max Reference Range,Age Min,Min Age Unit,Age Max,Max Age Unit,Remarks,ReportJson,ReferenceRanges
RADIOLOGY,Transplant kidney doppler Lymphocele,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Transplant Kidney - Doppler Sonography"",
  ""indication"": """",
  ""method"": """",
  ""sections"": [
    {
      ""title"": ""Transplant Kidney"",
      ""content"": ""Transplant kidney is seen in the right iliac fossa region and measures 10.8 x 4.1 cm. Parenchyma measures 1.4 cm. Cortical echogenicity is normal. No evidence of calculi. Mild hydronephrosis seen. No perinephric collection."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Arterial Doppler"",
      ""content"": ""Transplanted Main Renal artery and intra-renal arteries show normal flow pattern with good systolic and diastolic components and normal resistance index. No stenosis at anastomotic site. Colour Doppler shows normal cortical perfusion."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Cystic Lesion"",
      ""content"": ""Well-marginated thin-walled cystic lesion anterolateral to inferior pole of transplant kidney measuring approximately 2.4 x 1.3 x 2.2 cm (~4 cc) adjacent to transplant MRA posteriorly. No significant mass effect. No internal flow."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Other Findings"",
      ""content"": ""Graft renal vein and external iliac vessels are normal. Urinary bladder is distended and shows normal internal echoes. Iliac vein and artery are normal."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Doppler Vascular Indices"",
      ""headers"": [""Vessel"", ""S/D"", ""RI""],
      ""rows"": [
        [""Main Renal Artery"", ""111/16"", ""0.90""],
        [""Segmental Artery"", ""39/16"", ""0.68""],
        [""Arcuate Artery"", ""17/06"", ""0.66""]
      ]
    }
  ],
  ""impression"": ""Normal Doppler study of transplant kidney. Small cystic lesion adjacent to inferior pole of transplant kidney without significant mass effect or flow compromise – likely lymphocele."",
  ""followUp"": """"
}",
RADIOLOGY,USG Pelvis Post Abortive,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""PELVIC SCAN (TAS)"",
  ""indication"": """",
  ""method"": """",
  ""sections"": [
    {
      ""title"": ""Urinary Bladder"",
      ""content"": ""Distended, normal. No calculi."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Uterus"",
      ""content"": ""Anteverted, slightly bulky measuring 6.9 x 6.1 x 6.3 cm. Surface regular. Myometrial echoes normal. No mass lesion."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Endometrial Cavity"",
      ""content"": ""Heteroechoic content measuring 1 cc with no evidence of vascularity. No gestational sac or retained products of conception."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Ovaries"",
      ""content"": ""Both ovaries are normal in size, shape, and echotexture."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [],
  ""impression"": ""History of abortion. Mildly bulky uterus with mildly thickened endometrium – features suggestive of retained products of conception."",
  ""followUp"": """"
}",
RADIOLOGY,HRUS - Scalp,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""H R U S – NECK"",
  ""indication"": """",
  ""method"": ""Done by HRUS 12 MHz probe."",
  ""sections"": [
    {
      ""title"": ""Findings"",
      ""contentType"": ""text"",
      ""content"": ""Well-marginated hypoechoic lesion with distal enhancement noted in the subcutaneous aspect of the occipital region measuring approximately 1.3 x 1.9 cm. No intracranial extension. No obvious calcification or sinus tract. No increased vascularity. Rest of the adjacent scalp region appears normal.""
    }
  ],
  ""tables"": [],
  ""impression"": ""Features are suggestive of inclusion cyst (sebaceous)."",
  ""followUp"": """"
}",
RADIOLOGY,HRUS - Submandibular region,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""HRUS – SUBMANDIBULAR REGION"",
  ""indication"": """",
  ""method"": ""HRUS examination performed with 12 MHz probe."",
  ""sections"": [
    {
      ""title"": ""Parotid Glands"",
      ""contentType"": ""text"",
      ""content"": ""Parotid glands (2.5 x 1.5 cm on right, 2.7 x 1.3 cm on left) are normal in size on both sides and show normal texture. No focal lesion. Parotid duct is normal in calibre and echotexture.""
    },
    {
      ""title"": ""Submandibular Glands"",
      ""contentType"": ""text"",
      ""content"": ""Submandibular glands (2.7 x 1.5 cm on right, 2.7 x 1.3 cm on left) are normal in size on both sides and show normal texture. No focal lesion. Parotid duct is normal in calibre and echotexture.""
    },
    {
      ""title"": ""Lesion"",
      ""contentType"": ""text"",
      ""content"": ""Irregular hyperechoic area measuring 2.8 x 1.7 cm noted adjacent to the submandibular gland without calcification or necrotic areas. The lesion is partially adherent to adjacent mandible.""
    },
    {
      ""title"": ""Adjacent Structures"",
      ""contentType"": ""text"",
      ""content"": ""Visualised adjacent muscles are normal in size and echotexture. Carotid vessels and internal jugular veins are normal. No lymph node enlargement.""
    }
  ],
  ""tables"": [],
  ""impression"": ""Irregular hyperechoic area in the adjacent right submandibular region as described (? Fibroma)."",
  ""followUp"": """"
}",
RADIOLOGY,Thyroid -  Diffuse,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""HRUS – THYROID"",
  ""indication"": """",
  ""method"": ""HRUS done using 12 MHz USG probe."",
  ""sections"": [
    {
      ""title"": ""Thyroid Gland"",
      ""contentType"": ""text"",
      ""content"": ""Both lobes of the thyroid gland are mildly enlarged in size with normal shape and echotexture. No evidence of focal lesion or calcific areas. Right lobe: 4.2 x 2.2 x 1.8 cm. Left lobe: 4.5 x 2.4 x 1.9 cm. Isthmus mildly increased in size and texture measuring 4.9 mm.""
    },
    {
      ""title"": ""Capsule"",
      ""contentType"": ""text"",
      ""content"": ""Thyroid capsule is normal. No evidence of discontinuity.""
    },
    {
      ""title"": ""Vessels"",
      ""contentType"": ""text"",
      ""content"": ""CCA and jugular veins are normal.""
    },
    {
      ""title"": ""Trachea"",
      ""contentType"": ""text"",
      ""content"": ""Tracheal shadow is normal.""
    },
    {
      ""title"": ""Soft Tissues"",
      ""contentType"": ""text"",
      ""content"": ""Skin and other subcutaneous structures are normal.""
    }
  ],
  ""tables"": [],
  ""impression"": ""Mildly enlarged thyroid gland with normal echotexture and no focal lesion (Diffuse Goitre)."",
  ""followUp"": """"
}",
RADIOLOGY,Thyroid -  Normal,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""HRUS – THYROID"",
  ""indication"": """",
  ""method"": ""HRUS done using 12 MHz USG probe."",
  ""sections"": [
    {
      ""title"": ""Thyroid Gland"",
      ""contentType"": ""text"",
      ""content"": ""Both lobes of the thyroid gland are mildly enlarged in size with normal shape and echotexture. No evidence of focal lesion or calcific areas. Right lobe: 4.2 x 2.2 x 1.8 cm. Left lobe: 4.5 x 2.4 x 1.9 cm. Isthmus mildly increased in size and texture measuring 4.9 mm.""
    },
    {
      ""title"": ""Capsule"",
      ""contentType"": ""text"",
      ""content"": ""Thyroid capsule is normal. No evidence of discontinuity.""
    },
    {
      ""title"": ""Vessels"",
      ""contentType"": ""text"",
      ""content"": ""CCA and jugular veins are normal.""
    },
    {
      ""title"": ""Trachea"",
      ""contentType"": ""text"",
      ""content"": ""Tracheal shadow is normal.""
    },
    {
      ""title"": ""Soft Tissues"",
      ""contentType"": ""text"",
      ""content"": ""Skin and other subcutaneous structures are normal.""
    }
  ],
  ""tables"": [],
  ""impression"": ""Mildly enlarged thyroid gland with normal echotexture and no focal lesion (Diffuse Goitre)."",
  ""followUp"": """"
}",
RADIOLOGY,Thyroid -  Thyroiditis,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""HRUS – THYROID"",
  ""indication"": """",
  ""method"": ""HRUS done using 12 MHz USG probe."",
  ""sections"": [
    {
      ""title"": ""Thyroid Gland"",
      ""contentType"": ""text"",
      ""content"": ""Both lobes of the thyroid gland are mildly enlarged in size with normal shape and echotexture. No evidence of focal lesion or calcific areas. Right lobe: 4.2 x 2.2 x 1.8 cm. Left lobe: 4.5 x 2.4 x 1.9 cm. Isthmus mildly increased in size and texture measuring 4.9 mm.""
    },
    {
      ""title"": ""Capsule"",
      ""contentType"": ""text"",
      ""content"": ""Thyroid capsule is normal. No evidence of discontinuity.""
    },
    {
      ""title"": ""Vessels"",
      ""contentType"": ""text"",
      ""content"": ""CCA and jugular veins are normal.""
    },
    {
      ""title"": ""Trachea"",
      ""contentType"": ""text"",
      ""content"": ""Tracheal shadow is normal.""
    },
    {
      ""title"": ""Soft Tissues"",
      ""contentType"": ""text"",
      ""content"": ""Skin and other subcutaneous structures are normal.""
    }
  ],
  ""tables"": [],
  ""impression"": ""Mildly enlarged thyroid gland with normal echotexture and no focal lesion (Diffuse Goitre)."",
  ""followUp"": """"
}",
RADIOLOGY,Thyroid - MNG,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""HRUS – THYROID"",
  ""indication"": """",
  ""method"": ""HRUS done using 12 MHz USG probe."",
  ""sections"": [
    {
      ""title"": ""Thyroid Gland"",
      ""contentType"": ""text"",
      ""content"": ""Both lobes of the thyroid gland are mildly enlarged in size with normal shape and echotexture. No evidence of focal lesion or calcific areas. Right lobe: 4.2 x 2.2 x 1.8 cm. Left lobe: 4.5 x 2.4 x 1.9 cm. Isthmus mildly increased in size and texture measuring 4.9 mm.""
    },
    {
      ""title"": ""Capsule"",
      ""contentType"": ""text"",
      ""content"": ""Thyroid capsule is normal. No evidence of discontinuity.""
    },
    {
      ""title"": ""Vessels"",
      ""contentType"": ""text"",
      ""content"": ""CCA and jugular veins are normal.""
    },
    {
      ""title"": ""Trachea"",
      ""contentType"": ""text"",
      ""content"": ""Tracheal shadow is normal.""
    },
    {
      ""title"": ""Soft Tissues"",
      ""contentType"": ""text"",
      ""content"": ""Skin and other subcutaneous structures are normal.""
    }
  ],
  ""tables"": [],
  ""impression"": ""Mildly enlarged thyroid gland with normal echotexture and no focal lesion (Diffuse Goitre)."",
  ""followUp"": """"
}",
RADIOLOGY,Thyroid -Colloid cyst,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""HRUS – THYROID"",
  ""indication"": """",
  ""method"": ""HRUS done using 12 MHz USG probe."",
  ""sections"": [
    {
      ""title"": ""Thyroid Gland"",
      ""contentType"": ""text"",
      ""content"": ""Both lobes of the thyroid gland are mildly enlarged in size with normal shape and echotexture. No evidence of focal lesion or calcific areas. Right lobe: 4.2 x 2.2 x 1.8 cm. Left lobe: 4.5 x 2.4 x 1.9 cm. Isthmus mildly increased in size and texture measuring 4.9 mm.""
    },
    {
      ""title"": ""Capsule"",
      ""contentType"": ""text"",
      ""content"": ""Thyroid capsule is normal. No evidence of discontinuity.""
    },
    {
      ""title"": ""Vessels"",
      ""contentType"": ""text"",
      ""content"": ""CCA and jugular veins are normal.""
    },
    {
      ""title"": ""Trachea"",
      ""contentType"": ""text"",
      ""content"": ""Tracheal shadow is normal.""
    },
    {
      ""title"": ""Soft Tissues"",
      ""contentType"": ""text"",
      ""content"": ""Skin and other subcutaneous structures are normal.""
    }
  ],
  ""tables"": [],
  ""impression"": ""Mildly enlarged thyroid gland with normal echotexture and no focal lesion (Diffuse Goitre)."",
  ""followUp"": """"
}",
RADIOLOGY,USG NECK THYROID NODULE Papillary CA,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""HRUS – THYROID"",
  ""indication"": """",
  ""method"": ""HRUS done using 12 MHz USG probe."",
  ""sections"": [
    {
      ""title"": ""Thyroid Gland"",
      ""contentType"": ""text"",
      ""content"": ""Both lobes of the thyroid gland are mildly enlarged in size with normal shape and echotexture. No evidence of focal lesion or calcific areas. Right lobe: 4.2 x 2.2 x 1.8 cm. Left lobe: 4.5 x 2.4 x 1.9 cm. Isthmus mildly increased in size and texture measuring 4.9 mm.""
    },
    {
      ""title"": ""Capsule"",
      ""contentType"": ""text"",
      ""content"": ""Thyroid capsule is normal. No evidence of discontinuity.""
    },
    {
      ""title"": ""Vessels"",
      ""contentType"": ""text"",
      ""content"": ""CCA and jugular veins are normal.""
    },
    {
      ""title"": ""Trachea"",
      ""contentType"": ""text"",
      ""content"": ""Tracheal shadow is normal.""
    },
    {
      ""title"": ""Soft Tissues"",
      ""contentType"": ""text"",
      ""content"": ""Skin and other subcutaneous structures are normal.""
    }
  ],
  ""tables"": [],
  ""impression"": ""Mildly enlarged thyroid gland with normal echotexture and no focal lesion (Diffuse Goitre)."",
  ""followUp"": """"
}",
RADIOLOGY,USG NECK THYROID NODULE,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""HRUS – THYROID"",
  ""indication"": """",
  ""method"": ""HRUS done using 12 MHz USG probe."",
  ""sections"": [
    {
      ""title"": ""Thyroid Gland"",
      ""contentType"": ""text"",
      ""content"": ""Both lobes of the thyroid gland are mildly enlarged in size with normal shape and echotexture. No evidence of focal lesion or calcific areas. Right lobe: 4.2 x 2.2 x 1.8 cm. Left lobe: 4.5 x 2.4 x 1.9 cm. Isthmus mildly increased in size and texture measuring 4.9 mm.""
    },
    {
      ""title"": ""Capsule"",
      ""contentType"": ""text"",
      ""content"": ""Thyroid capsule is normal. No evidence of discontinuity.""
    },
    {
      ""title"": ""Vessels"",
      ""contentType"": ""text"",
      ""content"": ""CCA and jugular veins are normal.""
    },
    {
      ""title"": ""Trachea"",
      ""contentType"": ""text"",
      ""content"": ""Tracheal shadow is normal.""
    },
    {
      ""title"": ""Soft Tissues"",
      ""contentType"": ""text"",
      ""content"": ""Skin and other subcutaneous structures are normal.""
    }
  ],
  ""tables"": [],
  ""impression"": ""Mildly enlarged thyroid gland with normal echotexture and no focal lesion (Diffuse Goitre)."",
  ""followUp"": """"
}",
RADIOLOGY,Chronic Liver Disease – Abdomen Scan,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Ultrasound Abdomen"",

  ""indication"": """",
  ""method"": """",

  ""sections"": [
    {
      ""title"": ""Liver"",
      ""contentType"": ""text"",
      ""content"": ""Liver is slightly reduced in size (11.9 cm) and shows altered echotexture with surface irregularity. Left and caudate lobes are enlarged. No focal mass. Intra and extra hepatic biliary radicles are normal. CBD is normal.""
    },
    {
      ""title"": ""Portal Vein"",
      ""contentType"": ""text"",
      ""content"": ""Portal vein is normal in size (1.1 cm) and shows forward flow.""
    },
    {
      ""title"": ""Gall Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Gall bladder is distended with mild wall edema. No calculi.""
    },
    {
      ""title"": ""Spleen"",
      ""contentType"": ""text"",
      ""content"": ""Spleen is mildly enlarged (12.0 cm) with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Pancreas"",
      ""contentType"": ""text"",
      ""content"": ""Pancreas is normal in size and shows normal echopattern.""
    },
    {
      ""title"": ""Kidneys"",
      ""contentType"": ""text"",
      ""content"": ""Right kidney: 10.4 × 4.8 cm, parenchyma 1.3 cm. Left kidney: 10.8 × 5.1 cm, parenchyma 1.4 cm. Both kidneys are normal in size with normal corticomedullary echogenicity. No calculi or hydronephrosis.""
    },
    {
      ""title"": ""Urinary Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Urinary bladder is distended with normal wall thickness. No abnormal internal contents.""
    },
    {
      ""title"": ""Prostate"",
      ""contentType"": ""text"",
      ""content"": ""Prostate is normal in size and shape with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Additional Findings"",
      ""contentType"": ""text"",
      ""content"": ""No para-aortic lymph nodes seen.""
    },
    {
      ""title"": ""Free Fluid"",
      ""contentType"": ""text"",
      ""content"": ""Free fluid (~1.5 to 2 litres) seen in the peritoneal cavity with coils of intestine freely floating.""
    }
  ],

  ""tables"": [],

  ""impression"": [
    ""Findings suggestive of Chronic Liver Disease."",
    ""Enlarged spleen with ascites.""
  ],

  ""followUp"": """"
}",
RADIOLOGY,Cholelithiasis – Gallbladder Ultrasound,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Ultrasound Abdomen"",

  ""indication"": """",
  ""method"": """",

  ""sections"": [
    {
      ""title"": ""Liver"",
      ""contentType"": ""text"",
      ""content"": ""Liver is slightly reduced in size (11.9 cm) and shows altered echotexture with surface irregularity. Left and caudate lobes are enlarged. No focal mass. Intra and extra hepatic biliary radicles are normal. CBD is normal.""
    },
    {
      ""title"": ""Portal Vein"",
      ""contentType"": ""text"",
      ""content"": ""Portal vein is normal in size (1.1 cm) and shows forward flow.""
    },
    {
      ""title"": ""Gall Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Gall bladder is distended with mild wall edema. No calculi.""
    },
    {
      ""title"": ""Spleen"",
      ""contentType"": ""text"",
      ""content"": ""Spleen is mildly enlarged (12.0 cm) with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Pancreas"",
      ""contentType"": ""text"",
      ""content"": ""Pancreas is normal in size and shows normal echopattern.""
    },
    {
      ""title"": ""Kidneys"",
      ""contentType"": ""text"",
      ""content"": ""Right kidney: 10.4 × 4.8 cm, parenchyma 1.3 cm. Left kidney: 10.8 × 5.1 cm, parenchyma 1.4 cm. Both kidneys are normal in size with normal corticomedullary echogenicity. No calculi or hydronephrosis.""
    },
    {
      ""title"": ""Urinary Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Urinary bladder is distended with normal wall thickness. No abnormal internal contents.""
    },
    {
      ""title"": ""Prostate"",
      ""contentType"": ""text"",
      ""content"": ""Prostate is normal in size and shape with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Additional Findings"",
      ""contentType"": ""text"",
      ""content"": ""No para-aortic lymph nodes seen.""
    },
    {
      ""title"": ""Free Fluid"",
      ""contentType"": ""text"",
      ""content"": ""Free fluid (~1.5 to 2 litres) seen in the peritoneal cavity with coils of intestine freely floating.""
    }
  ],

  ""tables"": [],

  ""impression"": [
    ""Findings suggestive of Chronic Liver Disease."",
    ""Enlarged spleen with ascites.""
  ],

  ""followUp"": """"
}",
RADIOLOGY,Ultrasound Abdomen – Hepatomegaly,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Ultrasound Abdomen"",

  ""indication"": """",
  ""method"": """",

  ""sections"": [
    {
      ""title"": ""Liver"",
      ""contentType"": ""text"",
      ""content"": ""Liver is slightly reduced in size (11.9 cm) and shows altered echotexture with surface irregularity. Left and caudate lobes are enlarged. No focal mass. Intra and extra hepatic biliary radicles are normal. CBD is normal.""
    },
    {
      ""title"": ""Portal Vein"",
      ""contentType"": ""text"",
      ""content"": ""Portal vein is normal in size (1.1 cm) and shows forward flow.""
    },
    {
      ""title"": ""Gall Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Gall bladder is distended with mild wall edema. No calculi.""
    },
    {
      ""title"": ""Spleen"",
      ""contentType"": ""text"",
      ""content"": ""Spleen is mildly enlarged (12.0 cm) with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Pancreas"",
      ""contentType"": ""text"",
      ""content"": ""Pancreas is normal in size and shows normal echopattern.""
    },
    {
      ""title"": ""Kidneys"",
      ""contentType"": ""text"",
      ""content"": ""Right kidney: 10.4 × 4.8 cm, parenchyma 1.3 cm. Left kidney: 10.8 × 5.1 cm, parenchyma 1.4 cm. Both kidneys are normal in size with normal corticomedullary echogenicity. No calculi or hydronephrosis.""
    },
    {
      ""title"": ""Urinary Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Urinary bladder is distended with normal wall thickness. No abnormal internal contents.""
    },
    {
      ""title"": ""Prostate"",
      ""contentType"": ""text"",
      ""content"": ""Prostate is normal in size and shape with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Additional Findings"",
      ""contentType"": ""text"",
      ""content"": ""No para-aortic lymph nodes seen.""
    },
    {
      ""title"": ""Free Fluid"",
      ""contentType"": ""text"",
      ""content"": ""Free fluid (~1.5 to 2 litres) seen in the peritoneal cavity with coils of intestine freely floating.""
    }
  ],

  ""tables"": [],

  ""impression"": [
    ""Findings suggestive of Chronic Liver Disease."",
    ""Enlarged spleen with ascites.""
  ],

  ""followUp"": """"
}",
RADIOLOGY,Ultrasound Abdomen – Hepatomegaly,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Ultrasound Abdomen"",

  ""indication"": """",
  ""method"": """",

  ""sections"": [
    {
      ""title"": ""Liver"",
      ""contentType"": ""text"",
      ""content"": ""Liver is slightly reduced in size (11.9 cm) and shows altered echotexture with surface irregularity. Left and caudate lobes are enlarged. No focal mass. Intra and extra hepatic biliary radicles are normal. CBD is normal.""
    },
    {
      ""title"": ""Portal Vein"",
      ""contentType"": ""text"",
      ""content"": ""Portal vein is normal in size (1.1 cm) and shows forward flow.""
    },
    {
      ""title"": ""Gall Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Gall bladder is distended with mild wall edema. No calculi.""
    },
    {
      ""title"": ""Spleen"",
      ""contentType"": ""text"",
      ""content"": ""Spleen is mildly enlarged (12.0 cm) with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Pancreas"",
      ""contentType"": ""text"",
      ""content"": ""Pancreas is normal in size and shows normal echopattern.""
    },
    {
      ""title"": ""Kidneys"",
      ""contentType"": ""text"",
      ""content"": ""Right kidney: 10.4 × 4.8 cm, parenchyma 1.3 cm. Left kidney: 10.8 × 5.1 cm, parenchyma 1.4 cm. Both kidneys are normal in size with normal corticomedullary echogenicity. No calculi or hydronephrosis.""
    },
    {
      ""title"": ""Urinary Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Urinary bladder is distended with normal wall thickness. No abnormal internal contents.""
    },
    {
      ""title"": ""Prostate"",
      ""contentType"": ""text"",
      ""content"": ""Prostate is normal in size and shape with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Additional Findings"",
      ""contentType"": ""text"",
      ""content"": ""No para-aortic lymph nodes seen.""
    },
    {
      ""title"": ""Free Fluid"",
      ""contentType"": ""text"",
      ""content"": ""Free fluid (~1.5 to 2 litres) seen in the peritoneal cavity with coils of intestine freely floating.""
    }
  ],

  ""tables"": [],

  ""impression"": [
    ""Findings suggestive of Chronic Liver Disease."",
    ""Enlarged spleen with ascites.""
  ],

  ""followUp"": """"
}",
RADIOLOGY,Ultrasound Abdomen – IUCD Position,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Ultrasound Abdomen"",

  ""indication"": """",
  ""method"": """",

  ""sections"": [
    {
      ""title"": ""Liver"",
      ""contentType"": ""text"",
      ""content"": ""Liver is slightly reduced in size (11.9 cm) and shows altered echotexture with surface irregularity. Left and caudate lobes are enlarged. No focal mass. Intra and extra hepatic biliary radicles are normal. CBD is normal.""
    },
    {
      ""title"": ""Portal Vein"",
      ""contentType"": ""text"",
      ""content"": ""Portal vein is normal in size (1.1 cm) and shows forward flow.""
    },
    {
      ""title"": ""Gall Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Gall bladder is distended with mild wall edema. No calculi.""
    },
    {
      ""title"": ""Spleen"",
      ""contentType"": ""text"",
      ""content"": ""Spleen is mildly enlarged (12.0 cm) with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Pancreas"",
      ""contentType"": ""text"",
      ""content"": ""Pancreas is normal in size and shows normal echopattern.""
    },
    {
      ""title"": ""Kidneys"",
      ""contentType"": ""text"",
      ""content"": ""Right kidney: 10.4 × 4.8 cm, parenchyma 1.3 cm. Left kidney: 10.8 × 5.1 cm, parenchyma 1.4 cm. Both kidneys are normal in size with normal corticomedullary echogenicity. No calculi or hydronephrosis.""
    },
    {
      ""title"": ""Urinary Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Urinary bladder is distended with normal wall thickness. No abnormal internal contents.""
    },
    {
      ""title"": ""Prostate"",
      ""contentType"": ""text"",
      ""content"": ""Prostate is normal in size and shape with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Additional Findings"",
      ""contentType"": ""text"",
      ""content"": ""No para-aortic lymph nodes seen.""
    },
    {
      ""title"": ""Free Fluid"",
      ""contentType"": ""text"",
      ""content"": ""Free fluid (~1.5 to 2 litres) seen in the peritoneal cavity with coils of intestine freely floating.""
    }
  ],

  ""tables"": [],

  ""impression"": [
    ""Findings suggestive of Chronic Liver Disease."",
    ""Enlarged spleen with ascites.""
  ],

  ""followUp"": """"
}",
RADIOLOGY,Ultrasound Abdomen – KUB Normal,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Ultrasound Abdomen"",

  ""indication"": """",
  ""method"": """",

  ""sections"": [
    {
      ""title"": ""Liver"",
      ""contentType"": ""text"",
      ""content"": ""Liver is slightly reduced in size (11.9 cm) and shows altered echotexture with surface irregularity. Left and caudate lobes are enlarged. No focal mass. Intra and extra hepatic biliary radicles are normal. CBD is normal.""
    },
    {
      ""title"": ""Portal Vein"",
      ""contentType"": ""text"",
      ""content"": ""Portal vein is normal in size (1.1 cm) and shows forward flow.""
    },
    {
      ""title"": ""Gall Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Gall bladder is distended with mild wall edema. No calculi.""
    },
    {
      ""title"": ""Spleen"",
      ""contentType"": ""text"",
      ""content"": ""Spleen is mildly enlarged (12.0 cm) with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Pancreas"",
      ""contentType"": ""text"",
      ""content"": ""Pancreas is normal in size and shows normal echopattern.""
    },
    {
      ""title"": ""Kidneys"",
      ""contentType"": ""text"",
      ""content"": ""Right kidney: 10.4 × 4.8 cm, parenchyma 1.3 cm. Left kidney: 10.8 × 5.1 cm, parenchyma 1.4 cm. Both kidneys are normal in size with normal corticomedullary echogenicity. No calculi or hydronephrosis.""
    },
    {
      ""title"": ""Urinary Bladder"",
      ""contentType"": ""text"",
      ""content"": ""Urinary bladder is distended with normal wall thickness. No abnormal internal contents.""
    },
    {
      ""title"": ""Prostate"",
      ""contentType"": ""text"",
      ""content"": ""Prostate is normal in size and shape with normal echotexture. No focal lesion.""
    },
    {
      ""title"": ""Additional Findings"",
      ""contentType"": ""text"",
      ""content"": ""No para-aortic lymph nodes seen.""
    },
    {
      ""title"": ""Free Fluid"",
      ""contentType"": ""text"",
      ""content"": ""Free fluid (~1.5 to 2 litres) seen in the peritoneal cavity with coils of intestine freely floating.""
    }
  ],

  ""tables"": [],

  ""impression"": [
    ""Findings suggestive of Chronic Liver Disease."",
    ""Enlarged spleen with ascites.""
  ],

  ""followUp"": """"
}",
